Counter(/execute_trajectory/feedback),Counter(/execute_trajectory/goal),Counter(/execute_trajectory/result),Counter(/execute_trajectory/status),Counter(/franka_control/error_recovery/status),Counter(/franka_gripper/grasp/goal),Counter(/franka_gripper/grasp/result),Counter(/franka_gripper/grasp/status),Counter(/franka_gripper/gripper_action/status),Counter(/franka_gripper/homing/status),Counter(/franka_gripper/joint_states),Counter(/franka_gripper/move/goal),Counter(/franka_gripper/move/result),Counter(/franka_gripper/move/status),Counter(/franka_gripper/stop/status),Counter(/franka_state_controller/F_ext),Counter(/franka_state_controller/franka_states),Counter(/franka_state_controller/joint_states),Counter(/franka_state_controller/joint_states_desired),Counter(/joint_states),Counter(/joint_states_desired),Counter(/move_group/display_planned_path),Counter(/move_group/feedback),Counter(/move_group/goal),Counter(/move_group/monitored_planning_scene),Counter(/move_group/ompl/parameter_descriptions),Counter(/move_group/ompl/parameter_updates),Counter(/move_group/plan_execution/parameter_descriptions),Counter(/move_group/plan_execution/parameter_updates),Counter(/move_group/planning_scene_monitor/parameter_descriptions),Counter(/move_group/planning_scene_monitor/parameter_updates),Counter(/move_group/result),Counter(/move_group/sense_for_plan/parameter_descriptions),Counter(/move_group/sense_for_plan/parameter_updates),Counter(/move_group/status),Counter(/move_group/trajectory_execution/parameter_descriptions),Counter(/move_group/trajectory_execution/parameter_updates),Counter(/pickup/status),Counter(/place/status),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/feedback),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/goal),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/result),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/status),Counter(/position_joint_trajectory_controller/state),Counter(/rosout),Counter(/rosout_agg),Counter(/statistics),Counter(/tf),Counter(/tf_static)
5,7,3,52,38,1,1,102,103,101,93,0,0,96,100,106,115,100,114,119,116,8,6,1,67,1,1,1,1,1,1,3,1,1,21,1,1,103,65,111,3,3,104,123,63,49,106,116,1
0,0,0,2,2,0,0,3,4,1,15,0,0,1,6,13,12,48,16,16,15,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,5,12,0,0,4,26,0,0,11,21,0
0,0,0,5,1,0,0,0,2,4,7,0,0,4,3,28,18,14,0,13,15,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9,0,0,0,25,0,0,7,54,0
1,0,1,4,4,0,0,5,3,3,7,0,0,1,2,14,14,16,0,16,15,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,5,3,6,0,1,6,10,3,3,5,33,0
0,0,0,2,3,0,0,2,1,2,4,0,0,4,1,15,15,8,0,16,15,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,8,24,0
0,0,0,3,2,0,0,3,4,3,6,0,0,2,4,8,11,17,52,14,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,6,32,0
0,0,0,1,3,0,0,2,2,2,11,0,0,3,2,20,17,18,21,12,14,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,1,32,1,6,16,14,0
1,1,0,5,1,0,0,3,3,3,6,0,0,0,3,16,16,11,15,19,6,0,2,0,2,0,0,0,0,0,0,1,0,0,9,0,0,3,3,5,1,0,5,84,0,1,5,40,0
0,0,0,2,4,0,0,2,2,2,6,0,0,5,3,15,15,20,15,14,20,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,11,0,0,0,7,6,0,9,28,0
0,0,0,2,1,0,0,3,1,3,8,0,0,2,2,9,11,11,11,15,20,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,5,10,0,0,5,31,0,0,2,42,0
0,0,0,3,4,0,0,2,4,2,6,0,0,2,3,13,18,0,18,16,12,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,2,10,0,0,1,36,0,0,11,25,0
1,0,1,4,2,0,0,3,3,3,4,0,0,3,2,21,15,26,14,5,18,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,1,0,1,5,24,3,3,8,29,0
0,0,0,2,3,0,0,2,2,2,8,0,0,3,3,7,8,22,16,25,7,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,1,11,3,3,12,25,0
1,1,0,4,2,0,0,1,2,3,6,0,0,2,2,20,21,14,4,13,16,1,1,0,2,0,0,0,0,0,0,1,0,0,5,0,0,2,3,6,1,0,5,40,4,4,7,37,0
0,0,0,2,2,0,0,4,3,2,10,0,0,3,2,10,13,15,25,17,8,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,10,0,0,2,26,0,0,11,30,0
0,0,0,3,3,0,0,3,3,2,9,0,0,2,3,23,17,13,13,12,26,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,6,2,13,0,0,3,25,0,0,8,30,0
1,0,1,3,0,0,0,2,2,3,7,0,0,3,3,10,9,11,11,18,18,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,3,3,0,1,3,24,3,3,4,25,0
0,0,0,3,0,0,0,2,2,1,5,0,0,2,2,11,15,20,20,15,15,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,26,0,0,6,13,0
0,0,0,1,0,0,0,0,3,4,11,1,0,3,2,7,19,13,11,13,14,1,2,1,2,0,0,0,0,0,0,1,0,0,4,0,0,2,1,0,0,0,1,19,6,6,8,21,0
0,0,0,4,10,0,0,6,3,3,3,0,0,3,3,26,7,15,19,17,16,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,8,61,0
1,1,0,3,3,0,0,1,2,0,6,0,1,2,3,7,0,14,13,15,12,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,3,44,1,1,6,28,0
0,0,0,3,2,0,0,4,3,5,9,0,0,4,2,26,0,12,16,15,18,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,1,12,0,0,3,37,0,0,6,12,0
0,0,0,2,2,0,0,2,2,2,8,0,0,3,3,13,4,17,15,15,15,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,4,13,1,0,1,14,0,0,8,38,0
0,0,0,3,2,0,0,3,3,3,4,0,0,1,2,17,32,12,10,9,9,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,3,6,0,0,4,24,0,0,13,32,0
0,0,0,2,4,0,0,2,2,2,5,0,0,4,3,12,13,20,9,20,19,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,2,5,0,0,2,34,0,0,2,31,0
1,0,1,4,2,0,0,3,1,3,7,0,0,1,1,0,0,15,25,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,3,14,0,1,4,24,3,3,8,31,0
